@relation 'jAudio_clustered-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-R554-662-weka.filters.unsupervised.attribute.Remove-R51-232-weka.filters.unsupervised.attribute.Remove-R101-282-weka.filters.unsupervised.attribute.Remove-R190-191_clustered'

@attribute Instance_number numeric
@attribute 'Beat Histogram Overall Average7' numeric
@attribute 'Beat Histogram Overall Average6' numeric
@attribute 'Beat Histogram Overall Average26' numeric
@attribute 'Beat Histogram Overall Average25' numeric
@attribute 'Beat Histogram Overall Average54' numeric
@attribute 'Beat Histogram Overall Average23' numeric
@attribute 'Beat Histogram Overall Average2' numeric
@attribute 'Beat Histogram Overall Average28' numeric
@attribute 'Beat Histogram Overall Average0' numeric
@attribute 'Beat Histogram Overall Average12' numeric
@attribute 'Beat Histogram Overall Average10' numeric
@attribute 'Beat Histogram Overall Average29' numeric
@attribute 'Beat Histogram Overall Average13' numeric
@attribute 'Beat Histogram Overall Average8' numeric
@attribute 'Beat Histogram Overall Average39' numeric
@attribute 'Beat Histogram Overall Average16' numeric
@attribute 'Beat Histogram Overall Average18' numeric
@attribute 'Beat Histogram Overall Average1' numeric
@attribute 'Beat Histogram Overall Average11' numeric
@attribute 'Beat Histogram Overall Average27' numeric
@attribute 'Beat Histogram Overall Average19' numeric
@attribute 'Beat Histogram Overall Average17' numeric
@attribute 'Beat Histogram Overall Average158' numeric
@attribute 'Beat Histogram Overall Average66' numeric
@attribute 'Beat Histogram Overall Average9' numeric
@attribute 'Beat Histogram Overall Average159' numeric
@attribute 'Beat Histogram Overall Average72' numeric
@attribute 'Beat Histogram Overall Average4' numeric
@attribute 'Beat Histogram Overall Average44' numeric
@attribute 'Beat Histogram Overall Average30' numeric
@attribute 'Beat Histogram Overall Average38' numeric
@attribute 'Beat Histogram Overall Average65' numeric
@attribute 'Beat Histogram Overall Average36' numeric
@attribute 'Beat Histogram Overall Average67' numeric
@attribute 'Beat Histogram Overall Average15' numeric
@attribute 'Beat Histogram Overall Average93' numeric
@attribute 'Beat Histogram Overall Average64' numeric
@attribute 'Beat Histogram Overall Average46' numeric
@attribute 'Beat Histogram Overall Average20' numeric
@attribute 'Beat Histogram Overall Average160' numeric
@attribute 'Beat Histogram Overall Average85' numeric
@attribute 'Beat Histogram Overall Average168' numeric
@attribute 'Beat Histogram Overall Average83' numeric
@attribute 'Beat Histogram Overall Average5' numeric
@attribute 'Beat Histogram Overall Average43' numeric
@attribute 'Beat Histogram Overall Average169' numeric
@attribute 'Beat Histogram Overall Average73' numeric
@attribute 'Beat Histogram Overall Average63' numeric
@attribute 'Beat Histogram Overall Average48' numeric
@attribute 'Beat Histogram Overall Average45' numeric
@attribute 'Beat Histogram Overall Standard Deviation231' numeric
@attribute 'Beat Histogram Overall Standard Deviation227' numeric
@attribute 'Beat Histogram Overall Standard Deviation226' numeric
@attribute 'Beat Histogram Overall Standard Deviation228' numeric
@attribute 'Beat Histogram Overall Standard Deviation230' numeric
@attribute 'Beat Histogram Overall Standard Deviation229' numeric
@attribute 'Beat Histogram Overall Standard Deviation225' numeric
@attribute 'Beat Histogram Overall Standard Deviation207' numeric
@attribute 'Beat Histogram Overall Standard Deviation217' numeric
@attribute 'Beat Histogram Overall Standard Deviation220' numeric
@attribute 'Beat Histogram Overall Standard Deviation222' numeric
@attribute 'Beat Histogram Overall Standard Deviation221' numeric
@attribute 'Beat Histogram Overall Standard Deviation219' numeric
@attribute 'Beat Histogram Overall Standard Deviation224' numeric
@attribute 'Beat Histogram Overall Standard Deviation206' numeric
@attribute 'Beat Histogram Overall Standard Deviation213' numeric
@attribute 'Beat Histogram Overall Standard Deviation223' numeric
@attribute 'Beat Histogram Overall Standard Deviation218' numeric
@attribute 'Beat Histogram Overall Standard Deviation214' numeric
@attribute 'Beat Histogram Overall Standard Deviation215' numeric
@attribute 'Beat Histogram Overall Standard Deviation209' numeric
@attribute 'Beat Histogram Overall Standard Deviation202' numeric
@attribute 'Beat Histogram Overall Standard Deviation205' numeric
@attribute 'Beat Histogram Overall Standard Deviation204' numeric
@attribute 'Beat Histogram Overall Standard Deviation212' numeric
@attribute 'Beat Histogram Overall Standard Deviation216' numeric
@attribute 'Beat Histogram Overall Standard Deviation210' numeric
@attribute 'Beat Histogram Overall Standard Deviation203' numeric
@attribute 'Beat Histogram Overall Standard Deviation187' numeric
@attribute 'Beat Histogram Overall Standard Deviation211' numeric
@attribute 'Beat Histogram Overall Standard Deviation186' numeric
@attribute 'Beat Histogram Overall Standard Deviation199' numeric
@attribute 'Beat Histogram Overall Standard Deviation208' numeric
@attribute 'Beat Histogram Overall Standard Deviation200' numeric
@attribute 'Beat Histogram Overall Standard Deviation201' numeric
@attribute 'Beat Histogram Overall Standard Deviation189' numeric
@attribute 'Beat Histogram Overall Standard Deviation188' numeric
@attribute 'Beat Histogram Overall Standard Deviation190' numeric
@attribute 'Beat Histogram Overall Standard Deviation198' numeric
@attribute 'Beat Histogram Overall Standard Deviation185' numeric
@attribute 'Beat Histogram Overall Standard Deviation196' numeric
@attribute 'Beat Histogram Overall Standard Deviation197' numeric
@attribute 'Beat Histogram Overall Standard Deviation184' numeric
@attribute 'Beat Histogram Overall Standard Deviation194' numeric
@attribute 'Beat Histogram Overall Standard Deviation183' numeric
@attribute 'Beat Histogram Overall Standard Deviation193' numeric
@attribute 'Beat Histogram Overall Standard Deviation192' numeric
@attribute 'Beat Histogram Overall Standard Deviation195' numeric
@attribute 'Beat Histogram Overall Standard Deviation175' numeric
@attribute 'Beat Histogram Overall Standard Deviation191' numeric
@attribute 'Standard Deviation of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Running Mean of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Spectral Flux Overall Average0' numeric
@attribute 'Standard Deviation of Spectral Flux Overall Average0' numeric
@attribute 'Running Mean of Spectral Flux Overall Average0' numeric
@attribute 'Standard Deviation of MFCC Overall Average0' numeric
@attribute 'Running Mean of MFCC Overall Average0' numeric
@attribute 'MFCC Overall Average0' numeric
@attribute 'Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Derivative of Standard Deviation of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Derivative of Running Mean of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Derivative of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation9' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation8' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation12' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation11' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation10' numeric
@attribute 'MFCC Overall Standard Deviation9' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation4' numeric
@attribute 'Derivative of Standard Deviation of Spectral Flux Overall Average0' numeric
@attribute 'MFCC Overall Standard Deviation12' numeric
@attribute 'MFCC Overall Standard Deviation10' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation6' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation7' numeric
@attribute 'MFCC Overall Standard Deviation11' numeric
@attribute 'Running Mean of MFCC Overall Average6' numeric
@attribute 'MFCC Overall Standard Deviation6' numeric
@attribute 'MFCC Overall Average6' numeric
@attribute 'MFCC Overall Standard Deviation7' numeric
@attribute 'MFCC Overall Standard Deviation8' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation5' numeric
@attribute 'Running Mean of Compactness Overall Average0' numeric
@attribute 'Standard Deviation of Compactness Overall Average0' numeric
@attribute 'Compactness Overall Average0' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation1' numeric
@attribute 'MFCC Overall Standard Deviation4' numeric
@attribute 'MFCC Overall Standard Deviation5' numeric
@attribute 'MFCC Overall Average3' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation2' numeric
@attribute 'Derivative of Running Mean of Zero Crossings Overall Standard Deviation0' numeric
@attribute 'Derivative of Standard Deviation of Zero Crossings Overall Standard Deviation0' numeric
@attribute 'Running Mean of MFCC Overall Average3' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation11' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation10' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation12' numeric
@attribute 'MFCC Overall Average1' numeric
@attribute 'Running Mean of MFCC Overall Average1' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation9' numeric
@attribute 'Zero Crossings Overall Standard Deviation0' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation1' numeric
@attribute 'MFCC Overall Standard Deviation1' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation3' numeric
@attribute 'Derivative of Running Mean of Spectral Flux Overall Average0' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation8' numeric
@attribute 'MFCC Overall Standard Deviation2' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation2' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation6' numeric
@attribute 'Running Mean of MFCC Overall Average8' numeric
@attribute 'Running Mean of MFCC Overall Average2' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation0' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation4' numeric
@attribute 'MFCC Overall Average8' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation0' numeric
@attribute 'MFCC Overall Average2' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation12' numeric
@attribute 'Derivative of Zero Crossings Overall Standard Deviation0' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation10' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation6' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation7' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation9' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation8' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation7' numeric
@attribute 'Derivative of MFCC Overall Average12' numeric
@attribute 'Derivative of Spectral Flux Overall Average0' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Average3' numeric
@attribute 'Standard Deviation of MFCC Overall Average9' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation9' numeric
@attribute 'Standard Deviation of MFCC Overall Average10' numeric
@attribute 'Standard Deviation of MFCC Overall Standard Deviation10' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation10' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation4' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Average12' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation12' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation7' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Average7' numeric
@attribute 'Standard Deviation of MFCC Overall Average12' numeric
@attribute 'Standard Deviation of MFCC Overall Standard Deviation12' numeric
@attribute 'Standard Deviation of MFCC Overall Average7' numeric
@attribute 'Standard Deviation of MFCC Overall Standard Deviation7' numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
185,10.82,10.95,9.792,9.812,8.395,9.922,10.98,9.727,11.07,10.52,10.56,9.647,10.48,10.71,9.149,10.26,10.21,11.01,10.53,9.779,10.22,10.22,3.462,7.884,10.62,3.422,7.571,10.99,8.902,9.58,9.212,7.972,9.39,7.804,10.31,6.666,8.034,8.795,10.22,3.374,6.968,2.997,7.035,11.02,8.976,2.943,7.505,8.06,8.763,8.836,0.0215,0.09301,0.1091,0.07621,0.04051,0.05863,0.1249,0.402,0.2534,0.2067,0.1735,0.1903,0.2226,0.141,0.4169,0.3151,0.157,0.2379,0.3001,0.2846,0.3716,0.4681,0.4312,0.4437,0.3296,0.2691,0.3571,0.4551,0.6741,0.3431,0.6866,0.507,0.3866,0.4938,0.4814,0.6479,0.6601,0.6348,0.5205,0.6999,0.5452,0.5337,0.7138,0.5717,0.7284,0.5864,0.6025,0.558,0.84,0.619,0.007522,0.000752,0.002926,0.02939,0.00295,898.7,-89.87,-90.46,0.002585,0.000367,0.000037,0.002725,0.02471,0.02288,0.02102,0.01989,0.02695,1.791,0.03507,-0.000001,1.521,1.874,0.02969,0.02734,1.441,1.738,2.237,1.725,2.003,1.715,0.03128,1631,16310,1632,0.04765,2.55,2.331,2.426,0.0485,0.4211,4.188,2.396,0.5411,0.9579,0.623,2.549,2.51,0.8272,31.4,2.503,3.812,0.0444,0,0.7792,3.878,2.404,1.792,-0.3512,1.679,1.969,2.034,-0.3621,0.1971,1.719,1.415,20.35,1.545,1.242,0.8864,1.621,1.602,1.728,-0.000034,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
186,6.385,6.498,5.764,5.889,4.953,5.999,6.467,5.701,6.755,6.287,6.25,5.715,6.183,6.262,5.328,6.048,6.063,6.615,6.303,5.703,5.975,6.077,1.988,4.574,6.218,1.963,4.473,6.417,5.189,5.68,5.35,4.625,5.496,4.53,6.044,3.81,4.653,5.186,5.888,1.927,4.015,1.72,4.103,6.479,5.248,1.698,4.414,4.66,5.15,5.165,0.01918,0.07777,0.09121,0.06421,0.03561,0.05035,0.1048,0.3497,0.215,0.1737,0.146,0.1599,0.1878,0.119,0.3631,0.2693,0.1325,0.202,0.2549,0.2409,0.3228,0.4186,0.3775,0.39,0.2842,0.2279,0.3093,0.4043,0.6205,0.2972,0.6322,0.4598,0.3364,0.4465,0.4326,0.5957,0.6086,0.5803,0.4722,0.6448,0.5001,0.485,0.6603,0.5286,0.6751,0.5414,0.5532,0.5151,0.7815,0.5659,0.012,0.001199,0.002705,0.027,0.002725,1058,-105.8,-107.3,0.003822,0.000511,0.000052,0.003941,0.02047,0.02238,0.01743,0.01807,0.02029,1.463,0.03106,-0.000002,1.251,1.485,0.0247,0.02349,1.292,1.075,1.806,1.054,1.678,1.698,0.02691,1561,15610,1561,0.06341,2.321,1.97,1.269,0.05317,0.4184,4.159,1.317,0.3361,0.5,0.3165,7.221,7.388,0.4725,30.57,3.122,5.71,0.03539,0,0.8005,4.186,2.715,1.843,-1.225,4.709,3.109,2.106,-1.22,0.3111,4.737,1.447,18.63,1.575,0.6423,0.5536,1.594,1.689,1.755,0.00012,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
187,1.071,1.076,0.986,0.9884,0.8541,0.9965,1.115,0.9834,1.113,1.058,1.066,0.9794,1.046,1.066,0.9227,1.027,1.026,1.116,1.064,0.9849,1.026,1.025,0.3509,0.7927,1.064,0.3456,0.767,1.095,0.9039,0.9706,0.9297,0.7991,0.9383,0.7854,1.031,0.6597,0.8058,0.9027,1.021,0.3407,0.696,0.3031,0.7072,1.083,0.9054,0.2977,0.7615,0.8103,0.8884,0.9039,0.002974,0.01309,0.01539,0.01069,0.005627,0.0082,0.01762,0.05805,0.03584,0.02908,0.0244,0.02677,0.03135,0.01987,0.06026,0.0449,0.02211,0.03366,0.04258,0.04033,0.05378,0.06945,0.06242,0.06471,0.04729,0.03806,0.05172,0.06705,0.1027,0.04956,0.1051,0.07583,0.05592,0.07364,0.07156,0.09829,0.1004,0.09587,0.078,0.1076,0.08267,0.08026,0.1099,0.08755,0.1122,0.08971,0.09164,0.08515,0.1305,0.0936,0.00219,0.000221,0.000432,0.00432,0.000436,1161,-116.1,-118,0.000664,0.000091,0.000009,0.000654,0.02545,0.02431,0.02018,0.02163,0.02241,1.802,0.03183,0,1.428,1.722,0.02825,0.02614,1.545,-0.03548,2.034,-0.05692,1.875,1.779,0.03205,1619,16190,1619,0.04543,2.424,2.366,1.617,0.04512,0.5788,5.777,1.681,0.5483,0.7909,0.4924,-1.434,-1.323,0.7584,51.11,2.287,4.889,0.03493,0,0.6683,3.196,2.168,1.816,-0.09401,0.5718,2.087,1.997,-0.0923,0.2089,0.6342,1.452,21.88,1.586,0.8838,0.7085,1.583,1.693,1.787,-0.000085,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster2
188,8.501,8.544,7.74,7.787,6.668,7.85,8.685,7.637,8.772,8.309,8.386,7.597,8.253,8.453,7.227,8.129,8.063,8.728,8.352,7.693,8.035,8.103,2.741,6.208,8.422,2.705,5.979,8.637,7.04,7.557,7.255,6.246,7.318,6.175,8.165,5.205,6.285,6.973,7.982,2.668,5.506,2.373,5.581,8.589,7.076,2.337,5.941,6.328,6.896,7.008,0.0182,0.08194,0.09728,0.06632,0.03451,0.05052,0.1126,0.3748,0.2315,0.1882,0.1582,0.1732,0.2026,0.1279,0.3899,0.2894,0.1431,0.2172,0.2749,0.26,0.3457,0.448,0.4042,0.4189,0.3036,0.2456,0.332,0.4338,0.6587,0.3179,0.6718,0.4916,0.3601,0.4771,0.4629,0.6322,0.6454,0.6189,0.506,0.6852,0.5343,0.5199,0.6988,0.562,0.7124,0.576,0.5902,0.5477,0.8218,0.6043,0.01176,0.001174,0.002594,0.02608,0.002618,943.8,-94.38,-95.75,0.002404,0.000304,0.000031,0.002257,0.02117,0.0224,0.02015,0.01964,0.02238,1.524,0.03383,-0.000002,1.486,1.663,0.02354,0.02252,1.43,-0.3304,1.751,-0.3403,1.658,1.67,0.02727,1593,15930,1594,0.05196,2.649,2.139,2.256,0.04546,0.3568,3.561,2.294,0.5092,0.7708,0.6538,2.924,3.035,0.565,30.87,2.401,5.486,0.03768,0,0.7555,3.566,2.303,1.732,-1.058,1.881,2.16,2.045,-1.048,0.2161,1.926,1.468,15.54,1.616,0.6327,0.6743,1.585,1.67,1.693,0.000012,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
189,9.017,8.948,8.155,8.27,7.014,8.344,9.119,8.007,9.383,8.654,8.806,7.997,8.649,9.052,7.685,8.741,8.494,9.273,8.705,8.06,8.372,8.641,2.898,6.555,8.945,2.865,6.344,8.934,7.335,8.023,7.655,6.653,7.663,6.467,8.738,5.41,6.717,7.339,8.306,2.83,5.757,2.509,5.83,8.914,7.389,2.47,6.276,6.731,7.366,7.321,0.02083,0.08774,0.1017,0.07207,0.0386,0.0555,0.1147,0.3583,0.225,0.1849,0.1561,0.1705,0.1991,0.128,0.3722,0.2781,0.1419,0.2123,0.2639,0.2504,0.3331,0.4276,0.3871,0.4022,0.2936,0.2379,0.321,0.4162,0.6343,0.3083,0.6442,0.4641,0.3454,0.4515,0.4397,0.605,0.6217,0.5882,0.4776,0.6555,0.5091,0.4916,0.667,0.5342,0.6791,0.546,0.558,0.5242,0.7839,0.572,0.009612,0.000964,0.002742,0.0275,0.002765,980.9,-98.09,-99.18,0.003137,0.000449,0.000045,0.003207,0.02823,0.02674,0.02483,0.02554,0.02572,2.007,0.03355,-0.000002,1.806,1.831,0.02944,0.03272,1.846,0.04162,2.248,0.02582,2.303,1.915,0.0298,1661,16610,1661,0.05612,2.581,2.184,1.46,0.05805,0.3312,3.283,1.482,0.7105,0.6385,0.6571,4.787,4.806,0.7691,25.01,2.495,4.472,0.0444,0,0.6998,4.23,2.344,1.768,-1.204,3.419,2.117,1.931,-1.194,0.2119,3.451,1.57,16.55,1.617,1.183,0.8437,1.628,1.688,1.772,0.000063,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
190,2.312,2.327,2.111,2.117,1.809,2.143,2.396,2.113,2.413,2.302,2.305,2.113,2.28,2.302,1.982,2.213,2.197,2.404,2.309,2.11,2.196,2.202,0.7392,1.706,2.3,0.7281,1.619,2.366,1.91,2.101,1.997,1.719,2.003,1.686,2.23,1.417,1.722,1.915,2.193,0.7192,1.494,0.6394,1.531,2.345,1.916,0.6318,1.614,1.721,1.9,1.91,0.007906,0.03729,0.04432,0.03001,0.01537,0.02267,0.05089,0.1634,0.1014,0.0822,0.06956,0.07589,0.08861,0.05713,0.1688,0.1255,0.06334,0.09501,0.1195,0.1135,0.1509,0.1914,0.1738,0.1792,0.1317,0.1075,0.1444,0.185,0.2743,0.138,0.2784,0.2106,0.1573,0.2044,0.1979,0.2675,0.2708,0.2628,0.2161,0.2831,0.2254,0.221,0.2885,0.2364,0.2948,0.2425,0.2494,0.2306,0.3343,0.2567,0.003837,0.000385,0.000522,0.005245,0.000528,1194,-119.4,-121.6,0.000769,0.0001,0.00001,0.000684,0.02801,0.02743,0.02655,0.02572,0.02644,2.011,0.03943,0,1.948,1.925,0.03043,0.03241,1.853,-0.9778,2.218,-0.97,2.339,2.099,0.03426,1688,16870,1686,0.06942,2.9,2.581,1.317,0.06431,0.6362,6.303,1.324,0.8788,0.8692,0.95,8.435,8.636,0.9383,46.94,2.762,5.674,0.04668,0,1.088,4.707,2.324,1.723,-1.183,2.055,2.645,1.924,-1.175,0.2646,2.136,1.441,24.25,1.554,0.9675,1.015,1.564,1.633,1.727,-0.000388,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster2
191,4.524,4.671,4.214,4.208,3.601,4.105,4.576,3.995,4.665,4.397,4.42,3.987,4.342,4.424,3.829,4.389,4.246,4.662,4.442,4.089,4.226,4.309,1.454,3.285,4.398,1.448,3.173,4.513,3.684,4.024,3.834,3.317,3.988,3.228,4.382,2.741,3.31,3.693,4.243,1.433,3.007,1.249,2.921,4.618,3.685,1.241,3.137,3.316,3.607,3.707,0.01409,0.05123,0.06031,0.04367,0.02716,0.03697,0.07016,0.2187,0.1395,0.1153,0.0956,0.1051,0.1244,0.07899,0.2279,0.1759,0.0867,0.1314,0.1756,0.1674,0.2051,0.2574,0.2362,0.2436,0.1798,0.1519,0.1977,0.2494,0.3802,0.1883,0.3947,0.2902,0.2111,0.2816,0.2685,0.3697,0.3734,0.3637,0.2945,0.4123,0.3114,0.3009,0.417,0.3333,0.4142,0.3374,0.3443,0.3238,0.4836,0.3549,0.009641,0.000977,0.002152,0.02144,0.002179,1068,-106.8,-108.5,0.004264,0.000554,0.000056,0.004682,0.02712,0.02366,0.02186,0.02288,0.02257,2.079,0.03102,0,1.563,1.635,0.02682,0.02647,1.607,0.4024,1.954,0.3932,2.032,1.722,0.03165,1687,16870,1686,0.05141,2.295,2.333,-0.1815,0.05115,0.3457,3.424,-0.1656,0.5997,0.6743,0.5598,6.286,6.387,1.101,25.64,2.349,4.499,0.03772,0,0.6491,3.765,2.24,1.671,0.08944,-0.03696,2.087,1.896,0.08208,0.2089,-0.0116,1.424,16.45,1.523,0.9105,1.065,1.588,1.596,1.658,0.000028,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster2
192,8.155,8.102,7.416,7.384,6.386,7.329,8.095,7.499,8.331,8.708,8.356,7.554,8.602,8.209,6.669,7.951,7.696,8.212,8.525,7.454,7.569,7.82,2.8,6.191,8.272,2.71,5.674,8.009,6.833,7.595,6.748,6.162,6.964,6.171,8.094,4.789,6.125,6.98,7.443,2.614,5.694,2.184,5.568,8.048,6.777,2.168,5.589,6.094,7.304,6.895,0.03568,0.1403,0.1616,0.1188,0.06963,0.09697,0.1821,0.5614,0.3445,0.2846,0.2428,0.2637,0.3048,0.2021,0.5841,0.426,0.2225,0.3249,0.4041,0.3842,0.5165,0.6736,0.6079,0.6307,0.4487,0.3644,0.4942,0.6525,1.002,0.4722,1.026,0.7319,0.539,0.7122,0.6937,0.9513,0.9765,0.928,0.7507,1.049,0.7898,0.7701,1.071,0.8456,1.092,0.8678,0.8831,0.8163,1.25,0.9028,0.01476,0.001485,0.002727,0.02681,0.002743,1169,-117,-117.9,0.006171,0.000845,0.000087,0.00652,0.0251,0.02626,0.02291,0.02256,0.02221,1.787,0.03768,-0.000002,1.651,1.636,0.02863,0.02793,1.627,0.396,2.077,0.3855,2.008,1.948,0.03336,1661,16610,1660,0.08014,2.962,2.407,2.086,0.07116,0.3824,3.778,2.08,0.7141,0.7247,0.7204,12.37,12.39,0.6911,27.07,3.065,5.862,0.04788,0,0.982,5.32,2.306,1.53,-0.05371,4.666,2.995,1.88,-0.06149,0.2995,4.726,1.307,16.84,1.342,0.9142,0.9204,1.392,1.471,1.532,0.00006,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster3
193,5.743,5.773,5.212,5.253,4.603,5.298,5.901,5.149,5.993,5.621,5.667,5.135,5.59,5.723,4.907,5.456,5.417,5.94,5.645,5.173,5.397,5.429,1.922,4.345,5.695,1.897,4.239,5.834,4.797,5.121,4.928,4.372,4.995,4.325,5.496,3.574,4.404,4.781,5.367,1.87,3.825,1.677,3.881,5.803,4.822,1.653,4.217,4.435,4.74,4.784,0.01433,0.05698,0.06651,0.04719,0.02618,0.03698,0.07579,0.225,0.1464,0.1198,0.1029,0.1117,0.1284,0.08503,0.234,0.1787,0.0941,0.1378,0.1704,0.1627,0.2107,0.2661,0.242,0.2499,0.1869,0.1546,0.2033,0.2579,0.3842,0.1957,0.3917,0.292,0.2178,0.2833,0.2745,0.3701,0.3772,0.3617,0.3002,0.3978,0.3152,0.3077,0.4048,0.3316,0.4111,0.3395,0.3465,0.3227,0.4668,0.3546,0.006112,0.000615,0.002252,0.02234,0.002256,1007,-100.7,-101,0.003194,0.000431,0.000044,0.003359,0.02316,0.02352,0.02151,0.02159,0.02268,1.68,0.03632,0.000002,1.52,1.61,0.02689,0.02581,1.596,0.07974,2,0.07767,1.972,1.761,0.0355,1585,15850,1586,0.05634,2.705,2.81,5.762,0.06703,0.4199,4.188,5.743,0.6642,0.4756,0.4426,-4.113,-4.141,0.5177,34.22,3.379,4.285,0.05523,0,0.6074,5.499,2.704,1.863,0.8861,3.854,1.962,2.379,0.8843,0.1965,3.888,1.56,23.22,1.643,0.6116,0.7774,1.706,1.796,1.829,0.000168,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
194,4.118,4.154,3.771,3.834,3.248,3.889,4.229,3.7,4.352,4.117,4.075,3.692,4.056,4.088,3.495,3.935,3.919,4.293,4.103,3.725,3.885,3.929,1.329,3.011,4.074,1.308,2.992,4.164,3.398,3.684,3.526,3.023,3.632,2.984,3.953,2.508,3.032,3.382,3.857,1.291,2.677,1.184,2.735,4.159,3.425,1.148,2.934,3.05,3.4,3.381,0.01407,0.06643,0.07748,0.05388,0.02706,0.04044,0.08834,0.2983,0.1841,0.1469,0.1237,0.1357,0.1584,0.09961,0.3108,0.2298,0.1115,0.1708,0.2207,0.2108,0.2768,0.3605,0.3244,0.3396,0.2399,0.1982,0.2642,0.3518,0.5331,0.2513,0.5475,0.3924,0.2873,0.3804,0.3696,0.5112,0.521,0.5038,0.4052,0.5601,0.427,0.4171,0.5692,0.4508,0.5796,0.4661,0.4828,0.438,0.6725,0.496,0.009219,0.000926,0.001344,0.01343,0.001356,1176,-117.6,-118.9,0.002228,0.000295,0.00003,0.002193,0.02783,0.02549,0.02249,0.02484,0.02422,2.043,0.03442,0,1.614,1.759,0.02995,0.03034,1.832,0.02602,2.142,0.01784,2.196,1.892,0.0304,1626,16260,1626,0.07137,2.52,2.216,0.3793,0.04826,0.393,3.897,0.4016,0.866,0.7777,0.6563,8.584,8.748,0.9481,30.5,2.797,6.464,0.04006,0,0.8971,3.89,2.211,1.71,-0.8902,4.077,2.309,1.861,-0.8835,0.2309,4.096,1.405,17.34,1.501,0.9135,0.9751,1.567,1.632,1.687,-0.000068,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster2
